# sigma =  10.0000000, rho = 28.0000000, beta = 2.66666675
# t0 = 0.00000000, tf = 200.000000, step_size = 0.999999978E-2
t,x,y,z
   50.997448,  2.00111604E+00,  3.24004912E+00,  1.37096548E+01
   51.007446,  2.13146806E+00,  3.50458908E+00,  1.34176331E+01
   51.017445,  2.27568245E+00,  3.79241824E+00,  1.31438627E+01
   51.027443,  2.43476248E+00,  4.10577774E+00,  1.28897352E+01
   51.037441,  2.60983586E+00,  4.44703770E+00,  1.26569443E+01
   51.047440,  2.80215430E+00,  4.81868696E+00,  1.24475403E+01
   51.057438,  3.01309228E+00,  5.22331667E+00,  1.22639904E+01
   51.067436,  3.24414468E+00,  5.66359138E+00,  1.21092510E+01
   51.077435,  3.49691939E+00,  6.14220572E+00,  1.19868479E+01
   51.087433,  3.77312732E+00,  6.66182041E+00,  1.19009638E+01
   51.097431,  4.07456589E+00,  7.22497320E+00,  1.18565378E+01
   51.107430,  4.40309238E+00,  7.83395767E+00,  1.18593683E+01
   51.117428,  4.76058912E+00,  8.49065971E+00,  1.19162197E+01
   51.127426,  5.14891243E+00,  9.19634628E+00,  1.20349207E+01
   51.137424,  5.56982422E+00,  9.95138741E+00,  1.22244492E+01
   51.147423,  6.02489948E+00,  1.07549171E+01,  1.24949837E+01
   51.157421,  6.51540756E+00,  1.16044025E+01,  1.28579006E+01
   51.167419,  7.04215956E+00,  1.24951382E+01,  1.33256817E+01
   51.177418,  7.60531759E+00,  1.34196529E+01,  1.39116964E+01
   51.187416,  8.20416164E+00,  1.43670540E+01,  1.46298075E+01
   51.197414,  8.83681679E+00,  1.53223419E+01,  1.54937420E+01
   51.207413,  9.49993896E+00,  1.62657604E+01,  1.65161686E+01
   51.217411,  1.01883736E+01,  1.71722889E+01,  1.77074337E+01
   51.227409,  1.08948126E+01,  1.80114193E+01,  1.90739346E+01
   51.237408,  1.16094809E+01,  1.87474041E+01,  2.06161613E+01
   51.247406,  1.23199024E+01,  1.93401947E+01,  2.23265190E+01
   51.257404,  1.30108261E+01,  1.97472591E+01,  2.41871719E+01
   51.267403,  1.36643715E+01,  1.99264202E+01,  2.61682625E+01
   51.277401,  1.42604828E+01,  1.98396912E+01,  2.82269821E+01
   51.287399,  1.47777481E+01,  1.94578285E+01,  3.03080215E+01
   51.297398,  1.51945868E+01,  1.87650585E+01,  3.23458252E+01
   51.307396,  1.54907608E+01,  1.77631474E+01,  3.42688293E+01
   51.317394,  1.56490660E+01,  1.64738598E+01,  3.60054283E+01
   51.327393,  1.56569862E+01,  1.49389849E+01,  3.74909058E+01
   51.337391,  1.55080643E+01,  1.32175255E+01,  3.86741943E+01
   51.347389,  1.52027378E+01,  1.13802757E+01,  3.95231171E+01
   51.357388,  1.47484827E+01,  9.50267696E+00,  4.00270767E+01
   51.367386,  1.41592197E+01,  7.65727758E+00,  4.01967278E+01
   51.377384,  1.34540882E+01,  5.90717316E+00,  4.00608368E+01
   51.387383,  1.26557932E+01,  4.30145741E+00,  3.96612091E+01
   51.397381,  1.17887945E+01,  2.87313771E+00,  3.90468292E+01
   51.407379,  1.08775854E+01,  1.63936603E+00,  3.82683220E+01
   51.417377,  9.94525242E+00,  6.03418708E-01,  3.73734970E+01
   51.427376,  9.01241970E+00, -2.42328048E-01,  3.64043655E+01
   51.437374,  8.09660339E+00, -9.13120270E-01,  3.53956070E+01
   51.447372,  7.21193457E+00, -1.42877078E+00,  3.43742256E+01
   51.457371,  6.36917830E+00, -1.81112528E+00,  3.33600655E+01
   51.467369,  5.57596302E+00, -2.08216333E+00,  3.23667831E+01
   51.477367,  4.83713722E+00, -2.26271009E+00,  3.14030380E+01
   51.487366,  4.15518951E+00, -2.37166619E+00,  3.04736710E+01
   51.497364,  3.53067970E+00, -2.42563534E+00,  2.95807552E+01
   51.507362,  2.96264935E+00, -2.43882942E+00,  2.87244720E+01
   51.517361,  2.44899225E+00, -2.42315698E+00,  2.79037952E+01
   51.527359,  1.98677516E+00, -2.38841462E+00,  2.71170025E+01
   51.537357,  1.57250571E+00, -2.34253073E+00,  2.63620396E+01
   51.547356,  1.20235133E+00, -2.29182482E+00,  2.56367626E+01
   51.557354,  8.72312427E-01, -2.24126101E+00,  2.49390869E+01
   51.567352,  5.78355312E-01, -2.19468236E+00,  2.42670860E+01
   51.577351,  3.16511899E-01, -2.15502119E+00,  2.36190300E+01
   51.587349,  8.29505026E-02, -2.12448335E+00,  2.29934006E+01
   51.597347, -1.25975981E-01, -2.10470605E+00,  2.23888874E+01
   51.607346, -3.13700259E-01, -2.09689188E+00,  2.18043785E+01
   51.617344, -4.83425677E-01, -2.10192180E+00,  2.12389393E+01
   51.627342, -6.38122082E-01, -2.12044883E+00,  2.06917953E+01
   51.637341, -7.80530453E-01, -2.15297556E+00,  2.01623154E+01
   51.647339, -9.13173497E-01, -2.19991708E+00,  1.96499920E+01
   51.657337, -1.03837097E+00, -2.26165342E+00,  1.91544342E+01
   51.667336, -1.15825784E+00, -2.33857155E+00,  1.86753597E+01
   51.677334, -1.27480388E+00, -2.43109870E+00,  1.82125874E+01
   51.687332, -1.38983524E+00, -2.53973031E+00,  1.77660332E+01
   51.697330, -1.50505543E+00, -2.66505170E+00,  1.73357201E+01
   51.707329, -1.62206638E+00, -2.80775547E+00,  1.69217739E+01
   51.717327, -1.74238932E+00, -2.96865559E+00,  1.65244389E+01
   51.727325, -1.86748421E+00, -3.14869785E+00,  1.61440887E+01
   51.737324, -1.99876881E+00, -3.34896803E+00,  1.57812376E+01
   51.747322, -2.13763618E+00, -3.57069659E+00,  1.54365644E+01
   51.757320, -2.28547120E+00, -3.81526184E+00,  1.51109371E+01
   51.767319, -2.44366503E+00, -4.08418894E+00,  1.48054380E+01
   51.777317, -2.61362886E+00, -4.37914467E+00,  1.45214005E+01
   51.787315, -2.79680443E+00, -4.70192909E+00,  1.42604475E+01
   51.797314, -2.99467373E+00, -5.05445862E+00,  1.40245371E+01
   51.807312, -3.20876503E+00, -5.43874264E+00,  1.38160162E+01
   51.817310, -3.44065571E+00, -5.85684776E+00,  1.36376801E+01
   51.827309, -3.69197083E+00, -6.31084967E+00,  1.34928379E+01
   51.837307, -3.96437693E+00, -6.80276585E+00,  1.33853855E+01
   51.847305, -4.25956869E+00, -7.33446693E+00,  1.33198833E+01
   51.857304, -4.57924604E+00, -7.90755844E+00,  1.33016357E+01
   51.867302, -4.92508268E+00, -8.52322865E+00,  1.33367662E+01
   51.877300, -5.29867935E+00, -9.18205547E+00,  1.34322882E+01
   51.887299, -5.70150328E+00, -9.88376236E+00,  1.35961514E+01
   51.897297, -6.13480425E+00, -1.06269178E+01,  1.38372583E+01
   51.907295, -6.59951019E+00, -1.14085798E+01,  1.41654253E+01
   51.917294, -7.09609365E+00, -1.22238703E+01,  1.45912666E+01
   51.927292, -7.62440920E+00, -1.30655031E+01,  1.51259699E+01
   51.937290, -8.18349934E+00, -1.39232693E+01,  1.57809210E+01
   51.947289, -8.77136707E+00, -1.47835217E+01,  1.65671425E+01
   51.957287, -9.38472557E+00, -1.56287098E+01,  1.74945087E+01
   51.967285, -1.00187292E+01, -1.64370499E+01,  1.85706921E+01
   51.977283, -1.06667128E+01, -1.71824398E+01,  1.97998619E+01
   51.987282, -1.13199596E+01, -1.78347569E+01,  2.11811504E+01
   51.997280, -1.19675446E+01, -1.83606853E+01,  2.27069950E+01
   52.007278, -1.25963039E+01, -1.87252140E+01,  2.43615303E+01
   52.017277, -1.31909809E+01, -1.88938656E+01,  2.61193047E+01
   52.027275, -1.37346087E+01, -1.88356495E+01,  2.79446507E+01
   52.037273, -1.42091656E+01, -1.85265064E+01,  2.97920685E+01
   52.047272, -1.45965071E+01, -1.79528694E+01,  3.16079350E+01
   52.057270, -1.48795366E+01, -1.71147633E+01,  3.33336334E+01
   52.067268, -1.50435162E+01, -1.60277805E+01,  3.49099541E+01
   52.077267, -1.50773649E+01, -1.47233448E+01,  3.62822800E+01
   52.087265, -1.49747648E+01, -1.32469435E+01,  3.74057465E+01
   52.097263, -1.47348938E+01, -1.16544132E+01,  3.82494926E+01
   52.107262, -1.43626614E+01, -1.00068064E+01,  3.87992058E+01
   52.117260, -1.38683853E+01, -8.36470604E+00,  3.90575371E+01
   52.127258, -1.32669687E+01, -6.78296614E+00,  3.90423889E+01
   52.137257, -1.25767021E+01, -5.30668211E+00,  3.87835579E+01
   52.147255, -1.18178692E+01, -3.96886420E+00,  3.83184967E+01
   52.157253, -1.10113544E+01, -2.78986597E+00,  3.76879768E+01
   52.167252, -1.01774044E+01, -1.77828598E+00,  3.69323196E+01
   52.177250, -9.33464527E+00, -9.32862461E-01,  3.60885620E+01
   52.187248, -8.49941254E+00, -2.44850397E-01,  3.51887054E+01
   52.197247, -7.68537045E+00,  2.99556017E-01,  3.42589340E+01
   52.207245, -6.90339756E+00,  7.17054486E-01,  3.33196106E+01
   52.217243, -6.16166782E+00,  1.02547729E+00,  3.23857689E+01
   52.227242, -5.46586943E+00,  1.24248981E+00,  3.14678860E+01
   52.237240, -4.81950712E+00,  1.38471246E+00,  3.05727692E+01
   52.247238, -4.22423887E+00,  1.46719825E+00,  2.97044048E+01
   52.257236, -3.68021774E+00,  1.50318098E+00,  2.88647156E+01
   52.267235, -3.18641329E+00,  1.50401568E+00,  2.80541859E+01
   52.277233, -2.74090195E+00,  1.47924590E+00,  2.72723560E+01
   52.287231, -2.34111810E+00,  1.43674648E+00,  2.65181980E+01
   52.297230, -1.98406565E+00,  1.38290453E+00,  2.57903767E+01
   52.307228, -1.66649175E+00,  1.32281411E+00,  2.50874348E+01
   52.317226, -1.38502443E+00,  1.26046813E+00,  2.44079113E+01
   52.327225, -1.13627994E+00,  1.19893885E+00,  2.37504177E+01
   52.337223, -9.16943431E-01,  1.14054060E+00,  2.31136684E+01
   52.347221, -7.23827004E-01,  1.08697402E+00,  2.24965038E+01
   52.357220, -5.53909957E-01,  1.03945136E+00,  2.18978863E+01
   52.367218, -4.04363662E-01,  9.98803020E-01,  2.13169003E+01
   52.377216, -2.72565126E-01,  9.65568006E-01,  2.07527351E+01
   52.387215, -1.56101286E-01,  9.40069199E-01,  2.02046757E+01
   52.397213, -5.27663529E-02,  9.22475517E-01,  1.96720905E+01
   52.407211,  3.94459367E-02,  9.12853122E-01,  1.91544151E+01
   52.417210,  1.22353598E-01,  9.11206841E-01,  1.86511478E+01
   52.427208,  1.97600275E-01,  9.17513609E-01,  1.81618366E+01
   52.437206,  2.66670555E-01,  9.31749403E-01,  1.76860733E+01
   52.447205,  3.30906153E-01,  9.53910649E-01,  1.72234879E+01
   52.457203,  3.91522288E-01,  9.84031260E-01,  1.67737465E+01
   52.467201,  4.49624091E-01,  1.02219653E+00,  1.63365479E+01
   52.477200,  5.06222486E-01,  1.06855428E+00,  1.59116192E+01
   52.487198,  5.62249541E-01,  1.12332368E+00,  1.54987183E+01
   52.497196,  6.18573248E-01,  1.18680358E+00,  1.50976324E+01
   52.507195,  6.76011562E-01,  1.25937903E+00,  1.47081823E+01
   52.517193,  7.35345542E-01,  1.34152818E+00,  1.43302221E+01
   52.527191,  7.97332168E-01,  1.43382835E+00,  1.39636431E+01
   52.537189,  8.62716317E-01,  1.53696251E+00,  1.36083813E+01
   52.547188,  9.32242393E-01,  1.65172589E+00,  1.32644196E+01
   52.557186,  1.00666523E+00,  1.77903342E+00,  1.29317970E+01
   52.567184,  1.08676088E+00,  1.91992760E+00,  1.26106167E+01
   52.577183,  1.17333722E+00,  2.07558632E+00,  1.23010597E+01
   52.587181,  1.26724422E+00,  2.24733257E+00,  1.20033960E+01
   52.597179,  1.36938429E+00,  2.43664312E+00,  1.17180004E+01
   52.607178,  1.48072207E+00,  2.64515924E+00,  1.14453745E+01
   52.617176,  1.60229492E+00,  2.87469530E+00,  1.11861687E+01
   52.627174,  1.73522294E+00,  3.12724900E+00,  1.09412127E+01
   52.637173,  1.88071871E+00,  3.40500975E+00,  1.07115488E+01
   52.647171,  2.04009748E+00,  3.71036434E+00,  1.04984741E+01
   52.657169,  2.21478581E+00,  4.04590034E+00,  1.03035889E+01
   52.667168,  2.40633082E+00,  4.41440439E+00,  1.01288557E+01
   52.677166,  2.61640668E+00,  4.81885338E+00,  9.97666836E+00
   52.687164,  2.84682035E+00,  5.26239443E+00,  9.84993553E+00
   52.697163,  3.09951353E+00,  5.74831295E+00,  9.75217247E+00
   52.707161,  3.37656069E+00,  6.27997828E+00,  9.68761253E+00
   52.717159,  3.68016148E+00,  6.86076546E+00,  9.66133213E+00
   52.727158,  4.01262379E+00,  7.49394178E+00,  9.67938614E+00
   52.737156,  4.37633705E+00,  8.18250751E+00,  9.74895859E+00
   52.747154,  4.77372932E+00,  8.92897987E+00,  9.87852001E+00
   52.757153,  5.20720387E+00,  9.73510361E+00,  1.00779753E+01
   52.767151,  5.67905331E+00,  1.06014729E+01,  1.03587999E+01
   52.777149,  6.19133663E+00,  1.15270443E+01,  1.07341242E+01
   52.787148,  6.74571991E+00,  1.25085306E+01,  1.12187433E+01
   52.797146,  7.34326601E+00,  1.35396652E+01,  1.18289986E+01
   52.807144,  7.98416805E+00,  1.46103363E+01,  1.25824604E+01
   52.817142,  8.66742229E+00,  1.57056217E+01,  1.34973392E+01
   52.827141,  9.39043427E+00,  1.68047886E+01,  1.45915279E+01
   52.837139,  1.01485720E+01,  1.78803654E+01,  1.58811703E+01
   52.847137,  1.09346800E+01,  1.88974686E+01,  1.73786964E+01
   52.857136,  1.17385969E+01,  1.98136406E+01,  1.90902920E+01
   52.867134,  1.25467396E+01,  2.05795250E+01,  2.10128880E+01
   52.877132,  1.33418398E+01,  2.11407204E+01,  2.31309280E+01
   52.887131,  1.41029520E+01,  2.14411278E+01,  2.54133682E+01
   52.897129,  1.48058586E+01,  2.14278984E+01,  2.78116016E+01
   52.907127,  1.54239750E+01,  2.10577583E+01,  3.02591591E+01
   52.917126,  1.59298191E+01,  2.03040009E+01,  3.26739769E+01
   52.927124,  1.62969990E+01,  1.91629429E+01,  3.49637260E+01
   52.937122,  1.65025558E+01,  1.76582985E+01,  3.70340424E+01
   52.947121,  1.65293446E+01,  1.58420048E+01,  3.87985992E+01
   52.957119,  1.63680630E+01,  1.37906523E+01,  4.01892433E+01
   52.967117,  1.60185394E+01,  1.15977392E+01,  4.11639977E+01
   52.977116,  1.54899979E+01,  9.36312675E+00,  4.17111320E+01
   52.987114,  1.48002281E+01,  7.18188000E+00,  4.18484917E+01
   52.997112,  1.39738207E+01,  5.13476276E+00,  4.16184578E+01
   53.007111,  1.30397997E+01,  3.28203821E+00,  4.10801048E+01
   53.017109,  1.20290766E+01,  1.66115975E+00,  4.03004189E+01
   53.027107,  1.09721088E+01,  2.87947893E-01,  3.93463707E+01
   53.037106,  9.89702225E+00, -8.39827895E-01,  3.82789879E+01
   53.047104,  8.82833290E+00, -1.73771501E+00,  3.71497612E+01
   53.057102,  7.78625965E+00, -2.42976093E+00,  3.59992447E+01
   53.067101,  6.78653765E+00, -2.94432378E+00,  3.48572845E+01
   53.077099,  5.84060764E+00, -3.31084132E+00,  3.37442741E+01
   53.087097,  4.95604515E+00, -3.55760574E+00,  3.26728897E+01
   53.097095,  4.13711452E+00, -3.71041560E+00,  3.16499081E+01
   53.107094,  3.38536501E+00, -3.79191041E+00,  3.06778679E+01
   53.117092,  2.70020366E+00, -3.82138181E+00,  2.97564659E+01
   53.127090,  2.07941771E+00, -3.81488848E+00,  2.88836384E+01
   53.137089,  1.51962435E+00, -3.78554273E+00,  2.80563679E+01
   53.147087,  1.01664567E+00, -3.74387550E+00,  2.72712421E+01
   53.157085,  5.65811515E-01, -3.69822073E+00,  2.65248222E+01
   53.167084,  1.62197173E-01, -3.65508533E+00,  2.58138695E+01
   53.177082, -1.99195385E-01, -3.61948442E+00,  2.51354694E+01
   53.187080, -5.23303390E-01, -3.59523726E+00,  2.44870872E+01
   53.197079, -8.14908385E-01, -3.58521938E+00,  2.38665867E+01
   53.207077, -1.07857180E+00, -3.59157705E+00,  2.32722073E+01
   53.217075, -1.31859612E+00, -3.61590433E+00,  2.27025452E+01
   53.227074, -1.53900433E+00, -3.65938997E+00,  2.21565170E+01
   53.237072, -1.74353373E+00, -3.72293639E+00,  2.16333332E+01
   53.247070, -1.93564153E+00, -3.80725598E+00,  2.11324654E+01
   53.257069, -2.11851716E+00, -3.91294789E+00,  2.06536293E+01
   53.267067, -2.29509974E+00, -4.04055786E+00,  2.01967678E+01
   53.277065, -2.46810007E+00, -4.19062471E+00,  1.97620392E+01
   53.287064, -2.64002275E+00, -4.36371326E+00,  1.93498154E+01
   53.297062, -2.81318998E+00, -4.56043863E+00,  1.89606857E+01
   53.307060, -2.98976469E+00, -4.78147840E+00,  1.85954666E+01
   53.317059, -3.17177105E+00, -5.02757883E+00,  1.82552147E+01
   53.327057, -3.36111522E+00, -5.29954910E+00,  1.79412441E+01
   53.337055, -3.55960178E+00, -5.59824991E+00,  1.76551514E+01
   53.347054, -3.76894712E+00, -5.92457008E+00,  1.73988438E+01
   53.357052, -3.99078941E+00, -6.27939415E+00,  1.71745701E+01
   53.367050, -4.22669315E+00, -6.66355848E+00,  1.69849567E+01
   53.377048, -4.47814941E+00, -7.07779121E+00,  1.68330364E+01
   53.387047, -4.74656963E+00, -7.52263975E+00,  1.67222881E+01
   53.397045, -5.03327084E+00, -7.99837732E+00,  1.66566639E+01
   53.407043, -5.33945417E+00, -8.50489044E+00,  1.66406136E+01
   53.417042, -5.66617250E+00, -9.04154110E+00,  1.66790924E+01
   53.427040, -6.01428747E+00, -9.60700512E+00,  1.67775574E+01
   53.437038, -6.38441324E+00, -1.01990852E+01,  1.69419231E+01
   53.447037, -6.77684784E+00, -1.08144951E+01,  1.71784897E+01
   53.457035, -7.19148731E+00, -1.14486265E+01,  1.74938164E+01
   53.467033, -7.62772703E+00, -1.20953007E+01,  1.78945179E+01
   53.477032, -8.08434868E+00, -1.27465219E+01,  1.83869972E+01
   53.487030, -8.55939293E+00, -1.33922567E+01,  1.89770641E+01
   53.497028, -9.05002880E+00, -1.40202618E+01,  1.96694565E+01
   53.507027, -9.55241776E+00, -1.46160135E+01,  2.04672489E+01
   53.517025, -1.00615978E+01, -1.51627769E+01,  2.13711567E+01
   53.527023, -1.05713854E+01, -1.56418800E+01,  2.23787727E+01
   53.537022, -1.10743322E+01, -1.60332355E+01,  2.34837837E+01
   53.547020, -1.15617437E+01, -1.63161736E+01,  2.46752510E+01
   53.557018, -1.20237923E+01, -1.64705677E+01,  2.59370728E+01
   53.567017, -1.24497423E+01, -1.64782677E+01,  2.72477493E+01
   53.577015, -1.28283005E+01, -1.63247166E+01,  2.85805893E+01
   53.587013, -1.31480904E+01, -1.60006199E+01,  2.99044762E+01
   53.597012, -1.33982401E+01, -1.55034466E+01,  3.11852226E+01
   53.607010, -1.35690355E+01, -1.48385201E+01,  3.23874855E+01
   53.617008, -1.36525927E+01, -1.40194645E+01,  3.34770851E+01
   53.627007, -1.36434669E+01, -1.30678473E+01,  3.44234619E+01
   53.637005, -1.35391331E+01, -1.20119648E+01,  3.52019577E+01
   53.647003, -1.33402643E+01, -1.08848848E+01,  3.57955933E+01
   53.657001, -1.30507689E+01, -9.72198200E+00,  3.61960564E+01
   53.667000, -1.26775732E+01, -8.55831242E+00,  3.64038124E+01
   53.676998, -1.22301874E+01, -7.42618370E+00,  3.64273453E+01
   53.686996, -1.17200890E+01, -6.35321617E+00,  3.62817001E+01
   53.696995, -1.11600227E+01, -5.36108351E+00,  3.59866066E+01
   53.706993, -1.05632744E+01, -4.46498966E+00,  3.55644875E+01
   53.716991, -9.94300175E+00, -3.67380476E+00,  3.50385895E+01
   53.726990, -9.31166553E+00, -2.99070978E+00,  3.44314537E+01
   53.736988, -8.68060112E+00, -2.41416478E+00,  3.37637787E+01
   53.746986, -8.05972385E+00, -1.93901634E+00,  3.30537415E+01
   53.756985, -7.45737839E+00, -1.55759788E+00,  3.23166695E+01
   53.766983, -6.88029575E+00, -1.26072204E+00,  3.15650253E+01
   53.776981, -6.33364725E+00, -1.03850722E+00,  3.08086090E+01
   53.786980, -5.82115936E+00, -8.81019711E-01,  3.00548630E+01
   53.796978, -5.34527206E+00, -7.78738141E-01,  2.93092480E+01
   53.806976, -4.90731764E+00, -7.22861886E-01,  2.85756207E+01
   53.816975, -4.50770521E+00, -7.05492377E-01,  2.78565807E+01
   53.826973, -4.14610052E+00, -7.19716907E-01,  2.71537781E+01
   53.836971, -3.82159162E+00, -7.59621620E-01,  2.64681721E+01
   53.846970, -3.53283763E+00, -8.20256233E-01,  2.58002319E+01
   53.856968, -3.27819896E+00, -8.97568822E-01,  2.51500969E+01
   53.866966, -3.05584693E+00, -9.88324046E-01,  2.45176945E+01
   53.876965, -2.86385608E+00, -1.09001410E+00,  2.39028320E+01
   53.886963, -2.70027781E+00, -1.20076990E+00,  2.33052521E+01
   53.896961, -2.56319880E+00, -1.31927598E+00,  2.27246838E+01
   53.906960, -2.45078707E+00, -1.44469249E+00,  2.21608639E+01
   53.916958, -2.36132574E+00, -1.57658553E+00,  2.16135616E+01
   53.926956, -2.29323769E+00, -1.71486592E+00,  2.10825920E+01
   53.936954, -2.24510217E+00, -1.85973680E+00,  2.05678215E+01
   53.946953, -2.21566582E+00, -2.01164985E+00,  2.00691795E+01
   53.956951, -2.20384812E+00, -2.17126894E+00,  1.95866623E+01
   53.966949, -2.20874405E+00, -2.33944082E+00,  1.91203384E+01
   53.976948, -2.22962356E+00, -2.51717210E+00,  1.86703587E+01
   53.986946, -2.26592827E+00, -2.70561099E+00,  1.82369652E+01
   53.996944, -2.31726933E+00, -2.90603352E+00,  1.78204994E+01
   54.006943, -2.38342166E+00, -3.11983299E+00,  1.74214191E+01
   54.016941, -2.46431994E+00, -3.34851265E+00,  1.70403156E+01
   54.026939, -2.56005287E+00, -3.59367871E+00,  1.66779289E+01
   54.036938, -2.67085862E+00, -3.85703421E+00,  1.63351727E+01
   54.046936, -2.79711938E+00, -4.14037323E+00,  1.60131626E+01
   54.056934, -2.93935537E+00, -4.44557095E+00,  1.57132473E+01
   54.066933, -3.09821963E+00, -4.77457237E+00,  1.54370413E+01
   54.076931, -3.27449083E+00, -5.12937593E+00,  1.51864700E+01
   54.086929, -3.46906590E+00, -5.51200771E+00,  1.49638147E+01
   54.096928, -3.68294907E+00, -5.92448854E+00,  1.47717628E+01
   54.106926, -3.91723967E+00, -6.36878681E+00,  1.46134663E+01
   54.116924, -4.17311573E+00, -6.84675646E+00,  1.44926023E+01
   54.126923, -4.45181084E+00, -7.36005306E+00,  1.44134350E+01
   54.136921, -4.75458574E+00, -7.91002750E+00,  1.43808784E+01
   54.146919, -5.08269167E+00, -8.49758625E+00,  1.44005556E+01
   54.156918, -5.43731880E+00, -9.12302113E+00,  1.44788437E+01
   54.166916, -5.81953621E+00, -9.78579140E+00,  1.46229010E+01
   54.176914, -6.23021126E+00, -1.04842653E+01,  1.48406610E+01
   54.186913, -6.66991091E+00, -1.12154150E+01,  1.51407757E+01
   54.196911, -7.13878059E+00, -1.19744606E+01,  1.55324907E+01
   54.206909, -7.63640022E+00, -1.27544794E+01,  1.60254250E+01
   54.216908, -8.16161346E+00, -1.35459938E+01,  1.66292229E+01
   54.226906, -8.71233654E+00, -1.43365650E+01,  1.73530560E+01
   54.236904, -9.28534317E+00, -1.51104469E+01,  1.82049313E+01
   54.246902, -9.87604904E+00, -1.58483620E+01,  1.91908150E+01
   54.256901, -1.04782991E+01, -1.65274887E+01,  2.03135414E+01
   54.266899, -1.10841875E+01, -1.71217613E+01,  2.15715733E+01
   54.276897, -1.16839466E+01, -1.76026077E+01,  2.29576740E+01
   54.286896, -1.22659349E+01, -1.79401913E+01,  2.44576473E+01
   54.296894, -1.28167753E+01, -1.81052475E+01,  2.60493450E+01
   54.306892, -1.33216810E+01, -1.80714397E+01,  2.77021999E+01
   54.316891, -1.37649965E+01, -1.78181076E+01,  2.93775482E+01
   54.326889, -1.41309566E+01, -1.73330956E+01,  3.10299549E+01
   54.336887, -1.44046354E+01, -1.66152439E+01,  3.26096535E+01
   54.346886, -1.45730085E+01, -1.56760521E+01,  3.40659599E+01
   54.356884, -1.46260166E+01, -1.45400715E+01,  3.53513412E+01
   54.366882, -1.45574951E+01, -1.32437515E+01,  3.64255486E+01
   54.376881, -1.43658304E+01, -1.18327618E+01,  3.72591934E+01
   54.386879, -1.40542326E+01, -1.03581200E+01,  3.78360901E+01
   54.396877, -1.36305752E+01, -8.87173462E+00,  3.81540375E+01
   54.406876, -1.31068211E+01, -7.42206717E+00,  3.82239151E+01
   54.416874, -1.24981194E+01, -6.05058384E+00,  3.80674133E+01
   54.426872, -1.18217030E+01, -4.78941631E+00,  3.77138519E+01
   54.436871, -1.10957336E+01, -3.66038704E+00,  3.71967278E+01
   54.446869, -1.03382263E+01, -2.67526793E+00,  3.65505066E+01
   54.456867, -9.56614971E+00, -1.83696878E+00,  3.58080215E+01
   54.466866, -8.79476261E+00, -1.14127481E+00,  3.49986916E+01
   54.476864, -8.03718853E+00, -5.78773797E-01,  3.41475029E+01
   54.486862, -7.30421543E+00, -1.36702031E-01,  3.32746964E+01
   54.496861, -6.60428143E+00,  1.99466705E-01,  3.23959274E+01
   54.506859, -5.94359684E+00,  4.44766402E-01,  3.15227585E+01
   54.516857, -5.32635593E+00,  6.13826871E-01,  3.06632919E+01
   54.526855, -4.75500298E+00,  7.20270157E-01,  2.98228645E+01
   54.536854, -4.23051453E+00,  7.76359081E-01,  2.90046864E+01
   54.546852, -3.75267839E+00,  7.92836607E-01,  2.82104053E+01
   54.556850, -3.32035542E+00,  7.78900981E-01,  2.74405708E+01
   54.566849, -2.93171239E+00,  7.42269754E-01,  2.66950035E+01
   54.576847, -2.58442402E+00,  6.89297378E-01,  2.59730682E+01
   54.586845, -2.27584291E+00,  6.25119925E-01,  2.52738705E+01
   54.596844, -2.00313902E+00,  5.53809166E-01,  2.45963974E+01
   54.606842, -1.76341021E+00,  4.78524685E-01,  2.39396095E+01
   54.616840, -1.55376959E+00,  4.01656538E-01,  2.33024960E+01
   54.626839, -1.37141037E+00,  3.24954897E-01,  2.26841087E+01
   54.636837, -1.21365345E+00,  2.49644876E-01,  2.20835705E+01
   54.646835, -1.07798028E+00,  1.76526189E-01,  2.15000877E+01
   54.656834, -9.62053537E-01,  1.06058478E-01,  2.09329453E+01
   54.666832, -8.63728642E-01,  3.84328738E-02,  2.03814964E+01
   54.676830, -7.81057954E-01, -2.63684019E-02,  1.98451576E+01
   54.686829, -7.12289333E-01, -8.85234326E-02,  1.93234024E+01
   54.696827, -6.55860722E-01, -1.48331374E-01,  1.88157520E+01
   54.706825, -6.10391974E-01, -2.06181437E-01,  1.83217659E+01
   54.716824, -5.74674964E-01, -2.62528896E-01,  1.78410397E+01
   54.726822, -5.47662318E-01, -3.17876846E-01,  1.73731995E+01
   54.736820, -5.28456151E-01, -3.72763097E-01,  1.69178963E+01
   54.746819, -5.16296566E-01, -4.27751124E-01,  1.64748020E+01
   54.756817, -5.10550618E-01, -4.83424395E-01,  1.60436115E+01
   54.766815, -5.10702014E-01, -5.40383518E-01,  1.56240377E+01
   54.776814, -5.16341448E-01, -5.99245846E-01,  1.52158117E+01
   54.786812, -5.27158260E-01, -6.60646677E-01,  1.48186827E+01
   54.796810, -5.42932749E-01, -7.25242376E-01,  1.44324188E+01
   54.806808, -5.63529730E-01, -7.93714643E-01,  1.40568056E+01
   54.816807, -5.88893175E-01, -8.66775870E-01,  1.36916504E+01
   54.826805, -6.19041800E-01, -9.45175529E-01,  1.33367815E+01
   54.836803, -6.54065967E-01, -1.02970755E+00,  1.29920521E+01
   54.846802, -6.94125295E-01, -1.12121809E+00,  1.26573448E+01
