# sigma =  10.0000000, rho = 28.0000000, beta = 2.66666675
# t0 = 0.00000000, tf = 200.000000, step_size = 0.999999978E-2
t,x,y,z
    0.000000,  1.00000000E+00,  1.00000000E+00,  1.00000000E+00
    0.010000,  1.01258647E+00,  1.25992095E+00,  9.84899819E-01
    0.020000,  1.04880869E+00,  1.52400672E+00,  9.73126709E-01
    0.030000,  1.10711527E+00,  1.79831588E+00,  9.65169668E-01
    0.040000,  1.18665743E+00,  2.08852172E+00,  9.61739659E-01
    0.050000,  1.28719389E+00,  2.40008116E+00,  9.63791907E-01
    0.060000,  1.40901995E+00,  2.73837876E+00,  9.72566485E-01
    0.070000,  1.55291581E+00,  3.10884690E+00,  9.89647210E-01
    0.080000,  1.72011006E+00,  3.51706767E+00,  1.01704073E+00
    0.090000,  1.91225553E+00,  3.96885633E+00,  1.05727816E+00
    0.100000,  2.13141465E+00,  4.47032547E+00,  1.11354291E+00
    0.110000,  2.38005114E+00,  5.02792645E+00,  1.18983018E+00
    0.120000,  2.66102529E+00,  5.64846373E+00,  1.29114354E+00
    0.130000,  2.97758913E+00,  6.33906889E+00,  1.42373455E+00
    0.140000,  3.33337760E+00,  7.10712528E+00,  1.59539175E+00
    0.150000,  3.73238993E+00,  7.96011782E+00,  1.81578374E+00
    0.160000,  4.17895460E+00,  8.90538406E+00,  2.09685826E+00
    0.170000,  4.67766762E+00,  9.94972515E+00,  2.45329404E+00
    0.180000,  5.23329067E+00,  1.10988321E+01,  2.90298820E+00
    0.190000,  5.85059547E+00,  1.23564625E+01,  3.46755147E+00
    0.200000,  6.53412771E+00,  1.37233047E+01,  4.17274570E+00
    0.210000,  7.28787088E+00,  1.51954403E+01,  5.04876804E+00
    0.220000,  8.11476994E+00,  1.67623577E+01,  6.13021803E+00
    0.230000,  9.01609325E+00,  1.84044704E+01,  7.45551586E+00
    0.240000,  9.99059105E+00,  2.00902004E+01,  9.06545067E+00
    0.250000,  1.10334463E+01,  2.17728271E+01,  1.10004597E+01
    0.260000,  1.21350222E+01,  2.33875561E+01,  1.32962036E+01
    0.270000,  1.32794895E+01,  2.48495693E+01,  1.59770927E+01
    0.280000,  1.44434776E+01,  2.60542831E+01,  1.90477219E+01
    0.290000,  1.55950375E+01,  2.68812847E+01,  2.24828110E+01
    0.300000,  1.66933060E+01,  2.72034779E+01,  2.62172146E+01
    0.310000,  1.76893597E+01,  2.69022980E+01,  3.01387978E+01
    0.320000,  1.85287037E+01,  2.58881931E+01,  3.40878983E+01
    0.330000,  1.91556511E+01,  2.41230774E+01,  3.78669548E+01
    0.340000,  1.95193195E+01,  2.16388626E+01,  4.12619095E+01
    0.350000,  1.95804043E+01,  1.85449944E+01,  4.40730400E+01
    0.360000,  1.93173084E+01,  1.50197821E+01,  4.61482735E+01
    0.370000,  1.87300377E+01,  1.12853689E+01,  4.74093170E+01
    0.380000,  1.78407288E+01,  7.57244682E+00,  4.78622475E+01
    0.390000,  1.66905975E+01,  4.08493710E+00,  4.75896111E+01
    0.400000,  1.53341522E+01,  9.74362373E-01,  4.67278404E+01
    0.410000,  1.38321724E+01, -1.67094302E+00,  4.54382744E+01
    0.420000,  1.22450619E+01, -3.82248354E+00,  4.38803825E+01
    0.430000,  1.06276808E+01, -5.49886322E+00,  4.21928329E+01
    0.440000,  9.02614975E+00, -6.74949217E+00,  4.04839401E+01
    0.450000,  7.47651911E+00, -7.63933325E+00,  3.88300323E+01
    0.460000,  6.00487518E+00, -8.23714352E+00,  3.72789536E+01
    0.470000,  4.62836361E+00, -8.60781097E+00,  3.58559303E+01
    0.480000,  3.35665727E+00, -8.80825520E+00,  3.45698433E+01
    0.490000,  2.19353580E+00, -8.88591003E+00,  3.34187851E+01
    0.500000,  1.13836598E+00, -8.87883091E+00,  3.23944283E+01
    0.510000,  1.87377572E-01, -8.81665993E+00,  3.14851971E+01
    0.520000, -6.65296435E-01, -8.72193146E+00,  3.06783810E+01
    0.530000, -1.42681003E+00, -8.61141872E+00,  2.99614716E+01
    0.540000, -2.10499406E+00, -8.49735165E+00,  2.93229103E+01
    0.550000, -2.70791292E+00, -8.38845444E+00,  2.87524529E+01
    0.560000, -3.24355292E+00, -8.29078102E+00,  2.82412872E+01
    0.570000, -3.71960878E+00, -8.20838070E+00,  2.77820034E+01
    0.580000, -4.14334965E+00, -8.14380455E+00,  2.73684883E+01
    0.590000, -4.52153540E+00, -8.09849358E+00,  2.69957809E+01
    0.600000, -4.86037588E+00, -8.07306671E+00,  2.66599121E+01
    0.610000, -5.16551733E+00, -8.06754017E+00,  2.63577557E+01
    0.620000, -5.44204617E+00, -8.08148575E+00,  2.60868912E+01
    0.630000, -5.69450569E+00, -8.11414528E+00,  2.58454800E+01
    0.640000, -5.92692280E+00, -8.16451740E+00,  2.56321507E+01
    0.650000, -6.14283514E+00, -8.23141670E+00,  2.54459171E+01
    0.660000, -6.34532452E+00, -8.31351280E+00,  2.52860870E+01
    0.670000, -6.53704548E+00, -8.40936279E+00,  2.51522045E+01
    0.680000, -6.72025919E+00, -8.51742363E+00,  2.50439835E+01
    0.690000, -6.89685965E+00, -8.63606739E+00,  2.49612560E+01
    0.700000, -7.06840134E+00, -8.76358414E+00,  2.49039288E+01
    0.710000, -7.23612499E+00, -8.89818478E+00,  2.48719349E+01
    0.720000, -7.40097952E+00, -9.03800297E+00,  2.48652000E+01
    0.730000, -7.56364107E+00, -9.18109512E+00,  2.48835983E+01
    0.740000, -7.72453356E+00, -9.32544422E+00,  2.49269199E+01
    0.750000, -7.88384485E+00, -9.46896267E+00,  2.49948311E+01
    0.760000, -8.04154396E+00, -9.60950375E+00,  2.50868416E+01
    0.770000, -8.19739532E+00, -9.74487400E+00,  2.52022724E+01
    0.780000, -8.35097504E+00, -9.87284946E+00,  2.53402233E+01
    0.790000, -8.50168800E+00, -9.99120426E+00,  2.54995441E+01
    0.800000, -8.64878464E+00, -1.00977383E+01,  2.56788139E+01
    0.810000, -8.79137993E+00, -1.01903162E+01,  2.58763237E+01
    0.820000, -8.92847347E+00, -1.02669077E+01,  2.60900612E+01
    0.830000, -9.05897427E+00, -1.03256378E+01,  2.63177109E+01
    0.839999, -9.18172550E+00, -1.03648338E+01,  2.65566673E+01
    0.849999, -9.29553413E+00, -1.03830805E+01,  2.68040485E+01
    0.859999, -9.39919758E+00, -1.03792696E+01,  2.70567322E+01
    0.869999, -9.49153996E+00, -1.03526459E+01,  2.73113937E+01
    0.879999, -9.57144451E+00, -1.03028498E+01,  2.75645695E+01
    0.889999, -9.63788509E+00, -1.02299471E+01,  2.78127174E+01
    0.899999, -9.68996239E+00, -1.01344490E+01,  2.80522919E+01
    0.909999, -9.72693253E+00, -1.00173149E+01,  2.82798233E+01
    0.919999, -9.74823475E+00, -9.87994576E+00,  2.84920006E+01
    0.929999, -9.75351620E+00, -9.72415447E+00,  2.86857529E+01
    0.939999, -9.74264812E+00, -9.55212498E+00,  2.88583202E+01
    0.949999, -9.71573734E+00, -9.36635590E+00,  2.90073204E+01
    0.959999, -9.67313290E+00, -9.16959190E+00,  2.91308002E+01
    0.969999, -9.61542130E+00, -8.96475029E+00,  2.92272739E+01
    0.979999, -9.54341507E+00, -8.75484085E+00,  2.92957420E+01
    0.989999, -9.45813942E+00, -8.54288387E+00,  2.93356991E+01
    0.999999, -9.36080551E+00, -8.33183575E+00,  2.93471184E+01
    1.009999, -9.25278759E+00, -8.12451935E+00,  2.93304253E+01
    1.019999, -9.13558674E+00, -7.92356348E+00,  2.92864609E+01
    1.029999, -9.01080227E+00, -7.73135614E+00,  2.92164326E+01
    1.039999, -8.88009453E+00, -7.55000877E+00,  2.91218586E+01
    1.049999, -8.74515343E+00, -7.38133669E+00,  2.90045109E+01
    1.059999, -8.60766602E+00, -7.22684813E+00,  2.88663616E+01
    1.069999, -8.46928787E+00, -7.08774710E+00,  2.87095222E+01
    1.079999, -8.33161640E+00, -6.96494675E+00,  2.85361958E+01
    1.089999, -8.19616985E+00, -6.85908651E+00,  2.83486328E+01
    1.099999, -8.06437302E+00, -6.77055883E+00,  2.81490936E+01
    1.109999, -7.93753815E+00, -6.69953632E+00,  2.79398117E+01
    1.119999, -7.81686163E+00, -6.64600420E+00,  2.77229767E+01
    1.129999, -7.70341587E+00, -6.60978842E+00,  2.75007114E+01
    1.139999, -7.59814739E+00, -6.59058523E+00,  2.72750607E+01
    1.149999, -7.50187922E+00, -6.58798838E+00,  2.70479832E+01
    1.159999, -7.41531277E+00, -6.60151196E+00,  2.68213520E+01
    1.169999, -7.33903360E+00, -6.63061190E+00,  2.65969486E+01
    1.179999, -7.27351665E+00, -6.67470169E+00,  2.63764744E+01
    1.189999, -7.21913528E+00, -6.73316479E+00,  2.61615448E+01
    1.199999, -7.17616701E+00, -6.80536318E+00,  2.59537048E+01
    1.209999, -7.14480162E+00, -6.89064407E+00,  2.57544308E+01
    1.219999, -7.12514782E+00, -6.98833990E+00,  2.55651321E+01
    1.229999, -7.11723948E+00, -7.09776926E+00,  2.53871632E+01
    1.239999, -7.12104225E+00, -7.21823215E+00,  2.52218246E+01
    1.249999, -7.13645697E+00, -7.34900331E+00,  2.50703678E+01
    1.259999, -7.16332340E+00, -7.48932600E+00,  2.49339943E+01
    1.269999, -7.20142269E+00, -7.63840055E+00,  2.48138599E+01
    1.279999, -7.25047874E+00, -7.79537439E+00,  2.47110691E+01
    1.289999, -7.31015682E+00, -7.95933056E+00,  2.46266689E+01
    1.299999, -7.38006401E+00, -8.12927532E+00,  2.45616474E+01
    1.309999, -7.45974636E+00, -8.30412674E+00,  2.45169182E+01
    1.319999, -7.54868460E+00, -8.48270416E+00,  2.44933109E+01
    1.329999, -7.64629173E+00, -8.66371727E+00,  2.44915543E+01
    1.339999, -7.75190878E+00, -8.84575844E+00,  2.45122585E+01
    1.349999, -7.86479902E+00, -9.02729893E+00,  2.45558929E+01
    1.359999, -7.98414469E+00, -9.20668697E+00,  2.46227608E+01
    1.369999, -8.10904312E+00, -9.38214874E+00,  2.47129765E+01
    1.379999, -8.23850250E+00, -9.55179882E+00,  2.48264351E+01
    1.389999, -8.37144089E+00, -9.71365261E+00,  2.49627857E+01
    1.399999, -8.50668716E+00, -9.86564732E+00,  2.51213989E+01
    1.409999, -8.64298153E+00, -1.00056705E+01,  2.53013477E+01
    1.419999, -8.77898312E+00, -1.01315928E+01,  2.55013790E+01
    1.429999, -8.91327477E+00, -1.02413130E+01,  2.57198963E+01
    1.439999, -9.04437828E+00, -1.03328066E+01,  2.59549522E+01
    1.449999, -9.17076778E+00, -1.04041786E+01,  2.62042427E+01
    1.459999, -9.29089260E+00, -1.04537258E+01,  2.64651203E+01
    1.469999, -9.40319633E+00, -1.04799957E+01,  2.67346134E+01
    1.479999, -9.50614834E+00, -1.04818478E+01,  2.70094604E+01
    1.489999, -9.59827137E+00, -1.04585085E+01,  2.72861595E+01
    1.499999, -9.67817497E+00, -1.04096241E+01,  2.75610294E+01
    1.509999, -9.74458790E+00, -1.03352957E+01,  2.78302879E+01
    1.519999, -9.79639339E+00, -1.02361059E+01,  2.80901260E+01
    1.529999, -9.83265972E+00, -1.01131296E+01,  2.83368111E+01
    1.539999, -9.85267067E+00, -9.96792126E+00,  2.85667667E+01
    1.549999, -9.85594654E+00, -9.80249119E+00,  2.87766743E+01
    1.559999, -9.84226704E+00, -9.61925602E+00,  2.89635544E+01
    1.569999, -9.81167889E+00, -9.42097950E+00,  2.91248379E+01
    1.579999, -9.76450348E+00, -9.21069527E+00,  2.92584305E+01
    1.589999, -9.70132923E+00, -8.99162102E+00,  2.93627510E+01
    1.599999, -9.62300205E+00, -8.76707077E+00,  2.94367561E+01
    1.609999, -9.53060341E+00, -8.54036331E+00,  2.94799480E+01
    1.619999, -9.42542458E+00, -8.31473541E+00,  2.94923534E+01
    1.629999, -9.30893707E+00, -8.09326553E+00,  2.94744968E+01
    1.639999, -9.18275452E+00, -7.87880659E+00,  2.94273510E+01
    1.649999, -9.04859543E+00, -7.67393494E+00,  2.93522835E+01
    1.659999, -8.90824604E+00, -7.48091269E+00,  2.92509975E+01
    1.669999, -8.76352215E+00, -7.30166578E+00,  2.91254597E+01
    1.679999, -8.61623192E+00, -7.13777733E+00,  2.89778423E+01
    1.689999, -8.46814728E+00, -6.99049139E+00,  2.88104572E+01
    1.699999, -8.32097340E+00, -6.86072969E+00,  2.86257019E+01
    1.709999, -8.17632580E+00, -6.74911594E+00,  2.84260082E+01
    1.719999, -8.03571224E+00, -6.65600538E+00,  2.82138042E+01
    1.729999, -7.90051889E+00, -6.58151913E+00,  2.79914780E+01
    1.739999, -7.77200174E+00, -6.52557898E+00,  2.77613544E+01
    1.749999, -7.65128088E+00, -6.48794174E+00,  2.75256748E+01
    1.759999, -7.53934002E+00, -6.46823311E+00,  2.72865906E+01
    1.769999, -7.43702841E+00, -6.46597624E+00,  2.70461502E+01
    1.779999, -7.34506464E+00, -6.48061895E+00,  2.68063030E+01
    1.789999, -7.26404381E+00, -6.51155663E+00,  2.65688972E+01
    1.799999, -7.19444466E+00, -6.55814791E+00,  2.63356915E+01
    1.809999, -7.13663816E+00, -6.61973095E+00,  2.61083527E+01
    1.819999, -7.09089613E+00, -6.69563007E+00,  2.58884697E+01
    1.829999, -7.05739975E+00, -6.78516245E+00,  2.56775589E+01
    1.839999, -7.03624821E+00, -6.88764000E+00,  2.54770718E+01
    1.849999, -7.02746534E+00, -7.00236607E+00,  2.52884026E+01
    1.859999, -7.03100538E+00, -7.12863255E+00,  2.51128902E+01
    1.869999, -7.04675865E+00, -7.26571226E+00,  2.49518318E+01
    1.879999, -7.07455635E+00, -7.41284895E+00,  2.48064747E+01
    1.889999, -7.11417150E+00, -7.56924629E+00,  2.46780243E+01
    1.899999, -7.16532040E+00, -7.73405552E+00,  2.45676422E+01
    1.909999, -7.22766304E+00, -7.90636253E+00,  2.44764385E+01
    1.919999, -7.30080080E+00, -8.08517361E+00,  2.44054661E+01
    1.929999, -7.38427448E+00, -8.26940155E+00,  2.43557148E+01
    1.939999, -7.47756004E+00, -8.45785236E+00,  2.43280907E+01
    1.949998, -7.58006382E+00, -8.64921284E+00,  2.43234062E+01
    1.959998, -7.69111776E+00, -8.84204102E+00,  2.43423595E+01
    1.969998, -7.80997372E+00, -9.03475857E+00,  2.43855076E+01
    1.979998, -7.93579817E+00, -9.22564888E+00,  2.44532452E+01
    1.989998, -8.06766605E+00, -9.41285419E+00,  2.45457706E+01
    1.999998, -8.20455837E+00, -9.59438610E+00,  2.46630573E+01
    2.009999, -8.34535599E+00, -9.76813602E+00,  2.48048229E+01
    2.019999, -8.48884106E+00, -9.93189526E+00,  2.49704952E+01
    2.029999, -8.63369846E+00, -1.00833855E+01,  2.51591797E+01
    2.039999, -8.77851868E+00, -1.02202930E+01,  2.53696308E+01
    2.049999, -8.92180538E+00, -1.03403168E+01,  2.56002369E+01
    2.059999, -9.06198883E+00, -1.04412193E+01,  2.58489952E+01
    2.069999, -9.19743919E+00, -1.05208883E+01,  2.61135082E+01
    2.079998, -9.32649136E+00, -1.05774031E+01,  2.63909969E+01
    2.089998, -9.44746494E+00, -1.06091032E+01,  2.66783104E+01
    2.099998, -9.55869770E+00, -1.06146574E+01,  2.69719677E+01
    2.109998, -9.65857697E+00, -1.05931311E+01,  2.72682056E+01
    2.119998, -9.74557495E+00, -1.05440416E+01,  2.75630474E+01
    2.129998, -9.81828785E+00, -1.04674091E+01,  2.78523827E+01
    2.139998, -9.87547207E+00, -1.03637857E+01,  2.81320629E+01
    2.149998, -9.91608047E+00, -1.02342701E+01,  2.83979950E+01
    2.159998, -9.93929863E+00, -1.00805016E+01,  2.86462574E+01
    2.169998, -9.94456863E+00, -9.90462875E+00,  2.88731937E+01
    2.179998, -9.93161392E+00, -9.70926285E+00,  2.90755177E+01
    2.189998, -9.90045357E+00, -9.49740791E+00,  2.92503929E+01
    2.199998, -9.85140705E+00, -9.27237415E+00,  2.93955078E+01
    2.209998, -9.78508949E+00, -9.03768349E+00,  2.95091190E+01
    2.219998, -9.70240021E+00, -8.79696560E+00,  2.95900822E+01
    2.229998, -9.60449982E+00, -8.55385590E+00,  2.96378536E+01
    2.239998, -9.49278069E+00, -8.31189823E+00,  2.96524773E+01
    2.249998, -9.36883450E+00, -8.07445431E+00,  2.96345425E+01
    2.259998, -9.23440838E+00, -7.84463215E+00,  2.95851345E+01
    2.269998, -9.09136486E+00, -7.62522411E+00,  2.95057755E+01
    2.279998, -8.94163895E+00, -7.41866875E+00,  2.93983421E+01
    2.289998, -8.78719616E+00, -7.22702646E+00,  2.92650013E+01
    2.299998, -8.62999058E+00, -7.05197239E+00,  2.91081295E+01
    2.309998, -8.47193241E+00, -6.89480543E+00,  2.89302483E+01
    2.319998, -8.31485653E+00, -6.75646687E+00,  2.87339592E+01
    2.329998, -8.16049576E+00, -6.63757038E+00,  2.85218887E+01
    2.339998, -8.01046276E+00, -6.53843737E+00,  2.82966442E+01
    2.349998, -7.86623240E+00, -6.45913649E+00,  2.80607777E+01
    2.359998, -7.72913647E+00, -6.39952421E+00,  2.78167610E+01
    2.369998, -7.60035658E+00, -6.35928440E+00,  2.75669651E+01
    2.379998, -7.48092556E+00, -6.33796644E+00,  2.73136520E+01
    2.389998, -7.37172842E+00, -6.33501816E+00,  2.70589676E+01
    2.399998, -7.27351093E+00, -6.34981489E+00,  2.68049431E+01
    2.409998, -7.18688488E+00, -6.38168573E+00,  2.65534992E+01
    2.419998, -7.11233807E+00, -6.42993116E+00,  2.63064499E+01
    2.429998, -7.05024529E+00, -6.49383926E+00,  2.60655174E+01
    2.439998, -7.00087738E+00, -6.57269382E+00,  2.58323345E+01
    2.449998, -6.96441126E+00, -6.66578245E+00,  2.56084614E+01
    2.459998, -6.94093943E+00, -6.77239466E+00,  2.53953857E+01
    2.469998, -6.93047762E+00, -6.89182186E+00,  2.51945438E+01
    2.479998, -6.93297291E+00, -7.02335167E+00,  2.50073166E+01
    2.489998, -6.94830942E+00, -7.16625834E+00,  2.48350410E+01
    2.499998, -6.97631168E+00, -7.31979322E+00,  2.46790161E+01
    2.509998, -7.01674891E+00, -7.48317146E+00,  2.45404987E+01
    2.519998, -7.06933451E+00, -7.65555859E+00,  2.44207096E+01
    2.529998, -7.13372755E+00, -7.83605385E+00,  2.43208237E+01
    2.539998, -7.20952988E+00, -8.02367592E+00,  2.42419701E+01
    2.549998, -7.29628372E+00, -8.21734524E+00,  2.41852188E+01
    2.559998, -7.39346600E+00, -8.41586971E+00,  2.41515675E+01
    2.569998, -7.50048494E+00, -8.61792850E+00,  2.41419239E+01
    2.579998, -7.61667204E+00, -8.82205963E+00,  2.41570911E+01
    2.589998, -7.74127674E+00, -9.02665043E+00,  2.41977348E+01
    2.599998, -7.87345839E+00, -9.22993088E+00,  2.42643604E+01
    2.609998, -8.01228046E+00, -9.42997169E+00,  2.43572807E+01
    2.619998, -8.15670490E+00, -9.62468815E+00,  2.44765797E+01
    2.629998, -8.30558586E+00, -9.81185150E+00,  2.46220760E+01
    2.639998, -8.45766830E+00, -9.98910809E+00,  2.47932892E+01
    2.649998, -8.61158752E+00, -1.01540060E+01,  2.49893970E+01
    2.659998, -8.76587296E+00, -1.03040352E+01,  2.52092075E+01
    2.669998, -8.91895199E+00, -1.04366722E+01,  2.54511242E+01
    2.679998, -9.06916332E+00, -1.05494404E+01,  2.57131271E+01
    2.689998, -9.21477222E+00, -1.06399727E+01,  2.59927635E+01
    2.699998, -9.35399246E+00, -1.07060881E+01,  2.62871456E+01
    2.709998, -9.48501110E+00, -1.07458668E+01,  2.65929661E+01
    2.719998, -9.60601997E+00, -1.07577324E+01,  2.69065342E+01
    2.729998, -9.71525288E+00, -1.07405262E+01,  2.72238274E+01
    2.739998, -9.81102276E+00, -1.06935778E+01,  2.75405598E+01
    2.749998, -9.89176655E+00, -1.06167660E+01,  2.78522701E+01
    2.759998, -9.95608425E+00, -1.05105553E+01,  2.81544247E+01
    2.769998, -1.00027847E+01, -1.03760214E+01,  2.84425316E+01
    2.779998, -1.00309200E+01, -1.02148476E+01,  2.87122555E+01
    2.789998, -1.00398226E+01, -1.00292950E+01,  2.89595413E+01
    2.799998, -1.00291300E+01, -9.82215500E+00,  2.91807251E+01
    2.809998, -9.99880219E+00, -9.59667015E+00,  2.93726330E+01
    2.819998, -9.94913101E+00, -9.35644054E+00,  2.95326633E+01
    2.829998, -9.88073730E+00, -9.10531521E+00,  2.96588459E+01
    2.839998, -9.79455662E+00, -8.84727669E+00,  2.97498722E+01
    2.849998, -9.69181728E+00, -8.58632183E+00,  2.98051090E+01
    2.859998, -9.57400799E+00, -8.32634830E+00,  2.98245754E+01
    2.869998, -9.44283962E+00, -8.07105541E+00,  2.98088989E+01
    2.879998, -9.30019760E+00, -7.82385540E+00,  2.97592659E+01
    2.889998, -9.14809895E+00, -7.58780813E+00,  2.96773357E+01
    2.899998, -8.98863888E+00, -7.36557341E+00,  2.95651703E+01
    2.909998, -8.82394791E+00, -7.15938568E+00,  2.94251385E+01
    2.919998, -8.65614510E+00, -6.97104740E+00,  2.92598400E+01
    2.929998, -8.48729801E+00, -6.80193758E+00,  2.90720234E+01
    2.939998, -8.31939030E+00, -6.65303707E+00,  2.88645115E+01
    2.949998, -8.15429020E+00, -6.52496433E+00,  2.86401482E+01
    2.959998, -7.99373198E+00, -6.41801453E+00,  2.84017410E+01
    2.969998, -7.83929873E+00, -6.33220816E+00,  2.81520271E+01
    2.979998, -7.69241333E+00, -6.26733637E+00,  2.78936443E+01
    2.989998, -7.55433321E+00, -6.22300720E+00,  2.76291065E+01
    2.999998, -7.42615128E+00, -6.19868803E+00,  2.73608036E+01
    3.009998, -7.30880070E+00, -6.19374418E+00,  2.70909882E+01
    3.019998, -7.20306158E+00, -6.20747185E+00,  2.68217831E+01
    3.029998, -7.10957003E+00, -6.23912668E+00,  2.65551853E+01
    3.039998, -7.02883005E+00, -6.28794432E+00,  2.62930756E+01
    3.049998, -6.96122456E+00, -6.35315657E+00,  2.60372295E+01
    3.059998, -6.90702629E+00, -6.43400383E+00,  2.57893314E+01
    3.069998, -6.86641121E+00, -6.52973843E+00,  2.55509815E+01
    3.079998, -6.83946753E+00, -6.63962793E+00,  2.53237114E+01
    3.089998, -6.82620621E+00, -6.76295185E+00,  2.51089916E+01
    3.099998, -6.82656956E+00, -6.89899492E+00,  2.49082470E+01
    3.109998, -6.84043646E+00, -7.04703903E+00,  2.47228584E+01
    3.119998, -6.86762857E+00, -7.20634890E+00,  2.45541706E+01
    3.129997, -6.90791321E+00, -7.37616062E+00,  2.44034958E+01
    3.139997, -6.96100616E+00, -7.55566454E+00,  2.42721157E+01
    3.149997, -7.02656937E+00, -7.74398708E+00,  2.41612740E+01
    3.159997, -7.10421038E+00, -7.94017458E+00,  2.40721779E+01
    3.169997, -7.19347954E+00, -8.14317226E+00,  2.40059872E+01
    3.179997, -7.29386330E+00, -8.35180759E+00,  2.39637985E+01
    3.189997, -7.40477896E+00, -8.56477261E+00,  2.39466305E+01
    3.199997, -7.52556896E+00, -8.78060627E+00,  2.39554062E+01
    3.209997, -7.65548992E+00, -8.99768257E+00,  2.39909229E+01
    3.219997, -7.79370737E+00, -9.21419907E+00,  2.40538254E+01
    3.229997, -7.93928528E+00, -9.42817211E+00,  2.41445694E+01
    3.239997, -8.09117889E+00, -9.63743782E+00,  2.42633839E+01
    3.249997, -8.24822998E+00, -9.83966064E+00,  2.44102325E+01
    3.259997, -8.40915775E+00, -1.00323467E+01,  2.45847702E+01
    3.269997, -8.57256222E+00, -1.02128735E+01,  2.47862968E+01
    3.279997, -8.73692036E+00, -1.03785248E+01,  2.50137234E+01
    3.289997, -8.90059185E+00, -1.05265398E+01,  2.52655277E+01
    3.299997, -9.06183052E+00, -1.06541748E+01,  2.55397282E+01
    3.309997, -9.21879864E+00, -1.07587700E+01,  2.58338604E+01
    3.319997, -9.36958694E+00, -1.08378344E+01,  2.61449776E+01
    3.329997, -9.51224041E+00, -1.08891306E+01,  2.64696522E+01
    3.339997, -9.64479351E+00, -1.09107656E+01,  2.68040142E+01
    3.349997, -9.76530743E+00, -1.09012833E+01,  2.71437912E+01
    3.359997, -9.87191200E+00, -1.08597431E+01,  2.74843884E+01
    3.369997, -9.96285343E+00, -1.07857990E+01,  2.78209763E+01
    3.379997, -1.00365438E+01, -1.06797495E+01,  2.81486015E+01
    3.389997, -1.00916052E+01, -1.05425720E+01,  2.84623184E+01
    3.399997, -1.01269178E+01, -1.03759289E+01,  2.87573147E+01
    3.409997, -1.01416597E+01, -1.01821470E+01,  2.90290527E+01
    3.419997, -1.01353378E+01, -9.96416187E+00,  2.92734013E+01
    3.429997, -1.01078129E+01, -9.72544003E+00,  2.94867535E+01
    3.439997, -1.00593119E+01, -9.46987438E+00,  2.96661224E+01
    3.449997, -9.99042702E+00, -9.20166492E+00,  2.98092175E+01
    3.459997, -9.90210438E+00, -8.92518234E+00,  2.99144859E+01
    3.469997, -9.79561901E+00, -8.64483452E+00,  2.99811268E+01
    3.479997, -9.67254353E+00, -8.36493587E+00,  3.00090752E+01
    3.489997, -9.53470039E+00, -8.08958626E+00,  2.99989529E+01
    3.499997, -9.38411713E+00, -7.82257462E+00,  2.99520092E+01
    3.509997, -9.22297001E+00, -7.56729412E+00,  2.98700314E+01
    3.519997, -9.05352974E+00, -7.32669020E+00,  2.97552547E+01
    3.529997, -8.87810993E+00, -7.10322905E+00,  2.96102619E+01
    3.539997, -8.69901466E+00, -6.89888859E+00,  2.94378872E+01
    3.549997, -8.51849270E+00, -6.71517038E+00,  2.92411270E+01
    3.559997, -8.33870029E+00, -6.55312729E+00,  2.90230541E+01
    3.569997, -8.16166782E+00, -6.41340399E+00,  2.87867546E+01
    3.579997, -7.98927641E+00, -6.29628658E+00,  2.85352650E+01
    3.589997, -7.82323885E+00, -6.20175457E+00,  2.82715340E+01
    3.599997, -7.66509056E+00, -6.12953615E+00,  2.79983883E+01
    3.609997, -7.51618433E+00, -6.07916069E+00,  2.77185116E+01
    3.619997, -7.37769127E+00, -6.05000830E+00,  2.74344368E+01
    3.629997, -7.25060701E+00, -6.04135418E+00,  2.71485424E+01
    3.639997, -7.13575840E+00, -6.05240583E+00,  2.68630581E+01
    3.649997, -7.03381729E+00, -6.08233452E+00,  2.65800686E+01
    3.659997, -6.94531107E+00, -6.13030100E+00,  2.63015270E+01
    3.669997, -6.87063694E+00, -6.19547272E+00,  2.60292721E+01
    3.679997, -6.81007671E+00, -6.27703667E+00,  2.57650394E+01
    3.689997, -6.76380825E+00, -6.37420559E+00,  2.55104733E+01
    3.699997, -6.73191977E+00, -6.48621988E+00,  2.52671471E+01
    3.709997, -6.71441936E+00, -6.61234474E+00,  2.50365715E+01
    3.719997, -6.71124554E+00, -6.75186348E+00,  2.48202095E+01
    3.729997, -6.72227573E+00, -6.90406656E+00,  2.46194839E+01
    3.739997, -6.74733067E+00, -7.06824017E+00,  2.44357853E+01
    3.749997, -6.78617954E+00, -7.24364853E+00,  2.42704773E+01
    3.759997, -6.83854246E+00, -7.42951870E+00,  2.41248989E+01
    3.769997, -6.90408945E+00, -7.62501955E+00,  2.40003681E+01
    3.779997, -6.98243999E+00, -7.82924175E+00,  2.38981705E+01
    3.789997, -7.07315826E+00, -8.04117680E+00,  2.38195591E+01
    3.799997, -7.17574883E+00, -8.25969601E+00,  2.37657394E+01
    3.809997, -7.28964901E+00, -8.48352814E+00,  2.37378521E+01
    3.819997, -7.41422176E+00, -8.71124077E+00,  2.37369576E+01
    3.829997, -7.54874611E+00, -8.94122314E+00,  2.37640018E+01
    3.839997, -7.69240618E+00, -9.17167091E+00,  2.38197956E+01
    3.849997, -7.84428358E+00, -9.40057564E+00,  2.39049721E+01
